section_sort_order,item_sort_order,section_ar,section_en,subgroup_ar,subgroup_en,item_ar,item_en,type_ar,type_en,size_ar,size_en,price_jod,order_limit,description_ar,description_en,item_image,size_image,addon_ar,addon_en,addon_price_jod,addon_image,is_active
1,1,سناكات,Snacks,ساندوتشات,Sandwiches,كبدة,Liver Sandwich,تقديم,Serving,عادي,Regular,1.00,,,,liver-sandwich.jpg,,,,,,true
1,2,سناكات,Snacks,ساندوتشات,Sandwiches,نقانق وبيض (فرنسي),Sausage & Eggs Sandwich (French Bread),تقديم,Serving,عادي,Regular,1.00,,,,sausage-eggs-french-bread.jpg,,,,,,true
1,3,سناكات,Snacks,ساندوتشات,Sandwiches,نقانق وبيض (صاج),Sausage & Eggs Saj,تقديم,Serving,عادي,Regular,1.00,,,,sausage-eggs-saj.jpg,,,,,,true
1,4,سناكات,Snacks,ساندوتشات,Sandwiches,زنجر حلو (فرنسي),Sweet Zinger Sandwich (French Bread),تقديم,Serving,عادي,Regular,2.00,,,,sweet-zinger-french-bread.jpg,,,,,,true
1,5,سناكات,Snacks,ساندوتشات,Sandwiches,زنجر حلو (صاج),Sweet Zinger Saj,تقديم,Serving,عادي,Regular,2.00,,,,sweet-zinger-saj.jpg,,,,,,true
1,6,سناكات,Snacks,ساندوتشات,Sandwiches,زنجر حار (فرنسي),Spicy Zinger Sandwich (French Bread),تقديم,Serving,عادي,Regular,2.00,,,,spicy-zinger-french-bread.jpg,,,,,,true
1,7,سناكات,Snacks,ساندوتشات,Sandwiches,زنجر حار (صاج),Spicy Zinger Saj,تقديم,Serving,عادي,Regular,2.00,,,,spicy-zinger-saj.jpg,,,,,,true
1,8,سناكات,Snacks,ساندوتشات,Sandwiches,فاهيتا (فرنسي),Fajita Sandwich (French Bread),تقديم,Serving,عادي,Regular,2.00,,,,fajita-french-bread.jpg,,,,,,true
1,9,سناكات,Snacks,ساندوتشات,Sandwiches,فاهيتا (صاج),Fajita Saj,تقديم,Serving,عادي,Regular,2.00,,,,fajita-saj.jpg,,,,,,true
1,10,سناكات,Snacks,ساندوتشات,Sandwiches,برغر لحمة 100غم,Beef Burger 100g,تقديم,Serving,عادي,Regular,1.75,,,,beef-burger-100g.jpg,,,,,,true
1,11,سناكات,Snacks,ساندوتشات,Sandwiches,برغر لحمة 150غم,Beef Burger 150g,تقديم,Serving,عادي,Regular,2.50,,,,beef-burger-150g.jpg,,,,,,true
1,12,سناكات,Snacks,ساندوتشات,Sandwiches,هوت دوغ,Hot Dog,تقديم,Serving,عادي,Regular,1.00,,,,hot-dog.jpg,,,,,,true
1,13,سناكات,Snacks,ساندوتشات,Sandwiches,كوردن بلو,Cordon Bleu,تقديم,Serving,عادي,Regular,2.00,,,,cordon-bleu.jpg,,,,,,true
1,14,سناكات,Snacks,ساندوتشات,Sandwiches,سكالوب,Chicken Escalope (100g),تقديم,Serving,عادي,Regular,1.50,,,,chicken-escalope-100g.jpg,,,,,,true
1,15,سناكات,Snacks,ساندوتشات,Sandwiches,بطاطا ودجز,Potato Wedges,تقديم,Serving,عادي,Regular,1.00,,,,potato-wedges.jpg,,,,,,true
1,16,سناكات,Snacks,ساندوتشات,Sandwiches,بطاطا كيرلي,Curly Fries,تقديم,Serving,عادي,Regular,1.00,,,,curly-fries.jpg,,,,,,true
1,17,سناكات,Snacks,ساندوتشات,Sandwiches,ناجت دجاج,Chicken Nuggets,تقديم,Serving,عادي,Regular,1.50,,,,chicken-nuggets.jpg,,,,,,true
1,18,سناكات,Snacks,ساندوتشات,Sandwiches,ساندويش بطاطا (فرنسي),Potato Sandwich (French Bread),تقديم,Serving,عادي,Regular,1.00,,,,potato-sandwich-french-bread.jpg,,,,,,true
1,19,سناكات,Snacks,ساندوتشات,Sandwiches,ساندويش بطاطا (صاج),Potato Saj,تقديم,Serving,عادي,Regular,1.00,,,,potato-saj.jpg,,,,,,true
1,20,سناكات,Snacks,وجبات,Meals,وجبة زنجر,Zinger Meal,تقديم,Serving,عادي,Regular,3.00,,,,zinger-meal.jpg,,,,,,true
1,21,سناكات,Snacks,وجبات,Meals,وجبة برغر لحمة,Beef Burger Meal,تقديم,Serving,عادي,Regular,3.50,,,,beef-burger-meal.jpg,,,,,,true
1,22,سناكات,Snacks,وجبات,Meals,وجبة سكالوب,Escalope Meal,تقديم,Serving,عادي,Regular,2.50,,,,escalope-meal.jpg,,,,,,true
1,23,سناكات,Snacks,وجبات,Meals,وجبة فاهيتا,Fajita Meal,تقديم,Serving,عادي,Regular,3.00,,,,fajita-meal.jpg,,,,,,true
1,24,سناكات,Snacks,وجبات,Meals,وجبة كوردن بلو,Cordon Bleu Meal,تقديم,Serving,عادي,Regular,3.00,,,,cordon-bleu-meal.jpg,,,,,,true
1,25,سناكات,Snacks,وجبات,Meals,وجبة ناجت دجاج,Chicken Nuggets Meal,تقديم,Serving,عادي,Regular,2.25,,,,chicken-nuggets-meal.jpg,,,,,,true
1,26,سناكات,Snacks,اضافات,Add-ons,كأس بطاطا,Fries Cup,تقديم,Serving,عادي,Regular,1.00,,,,fries-cup.jpg,,,,,,true
1,27,سناكات,Snacks,اضافات,Add-ons,علبة بطاطا,Fries Box,تقديم,Serving,عادي,Regular,0.75,,,,fries-box.jpg,,,,,,true
1,28,سناكات,Snacks,اضافات,Add-ons,علبة جبنة صغيرة,Small Cheese Cup,تقديم,Serving,عادي,Regular,0.25,,,,small-cheese-cup.jpg,,,,,,true
1,29,سناكات,Snacks,اضافات,Add-ons,علبة صوص صغيرة,Small Sauce Cup,تقديم,Serving,عادي,Regular,0.35,,,,small-sauce-cup.jpg,,,,,,true
1,30,سناكات,Snacks,اضافات,Add-ons,إضافة جبنة,Extra Cheese,تقديم,Serving,عادي,Regular,0.25,,,,extra-cheese.jpg,,,,,,true
2,1,حلويات,Desserts,كريب,Crepe,كأس كريب,Crepe Cup,نكهة,Flavor,شوكولاته,Chocolate,1.25,,,,crepe-cup-chocolate.jpg,,,,,,true
2,1,حلويات,Desserts,كريب,Crepe,كأس كريب,Crepe Cup,نكهة,Flavor,نوتيلا,Nutella,1.75,,,,crepe-cup-nutella.jpg,,,,,,true
2,1,حلويات,Desserts,كريب,Crepe,كأس كريب,Crepe Cup,نكهة,Flavor,لوتس,Lotus,1.50,,,,crepe-cup-lotus.jpg,,,,,,true
2,1,حلويات,Desserts,كريب,Crepe,كأس كريب,Crepe Cup,نكهة,Flavor,بستاشيو,Pistachio,1.75,,,,crepe-cup-pistachio.jpg,,,,,,true
2,1,حلويات,Desserts,كريب,Crepe,كأس كريب,Crepe Cup,نكهة,Flavor,مكس,Mix,1.50,,,,crepe-cup-mix.jpg,,,,,,true
2,2,حلويات,Desserts,كريب,Crepe,كريب صحن,Crepe Plate,نكهة,Flavor,شوكولاته,Chocolate,2.25,,,,crepe-plate-chocolate.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,2,حلويات,Desserts,كريب,Crepe,كريب صحن,Crepe Plate,نكهة,Flavor,نوتيلا,Nutella,2.75,,,,crepe-plate-nutella.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,2,حلويات,Desserts,كريب,Crepe,كريب صحن,Crepe Plate,نكهة,Flavor,لوتس,Lotus,2.50,,,,crepe-plate-lotus.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,2,حلويات,Desserts,كريب,Crepe,كريب صحن,Crepe Plate,نكهة,Flavor,بستاشيو,Pistachio,3.00,,,,crepe-plate-pistachio.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,2,حلويات,Desserts,كريب,Crepe,كريب صحن,Crepe Plate,نكهة,Flavor,مكس,Mix,2.75,,,,crepe-plate-mix.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,3,حلويات,Desserts,كريب,Crepe,قطايف موز وشوكولاتة,Qatayef Banana Chocolate,تقديم,Serving,عادي,Regular,2.00,,,,qatayef-banana-chocolate.jpg,,,,,,true
2,4,حلويات,Desserts,كريب,Crepe,قطايف فراولة وشوكولاتة,Qatayef Strawberry Chocolate,تقديم,Serving,عادي,Regular,2.00,,,,qatayef-strawberry-chocolate.jpg,,,,,,true
2,5,حلويات,Desserts,وافل,Waffle,وافل ستيك,Waffle Stick,نكهة,Flavor,شوكولاته,Chocolate,1.25,,,,waffle-stick-chocolate.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,5,حلويات,Desserts,وافل,Waffle,وافل ستيك,Waffle Stick,نكهة,Flavor,نوتيلا,Nutella,1.75,,,,waffle-stick-nutella.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,5,حلويات,Desserts,وافل,Waffle,وافل ستيك,Waffle Stick,نكهة,Flavor,لوتس,Lotus,1.50,,,,waffle-stick-lotus.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,5,حلويات,Desserts,وافل,Waffle,وافل ستيك,Waffle Stick,نكهة,Flavor,بستاشيو,Pistachio,1.75,,,,waffle-stick-pistachio.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,5,حلويات,Desserts,وافل,Waffle,وافل ستيك,Waffle Stick,نكهة,Flavor,مكس,Mix,1.50,,,,waffle-stick-mix.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,6,حلويات,Desserts,وافل,Waffle,وافل طبق,Waffle Plate,نكهة,Flavor,شوكولاته,Chocolate,2.00,,,,waffle-plate-chocolate.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,6,حلويات,Desserts,وافل,Waffle,وافل طبق,Waffle Plate,نكهة,Flavor,نوتيلا,Nutella,2.75,,,,waffle-plate-nutella.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,6,حلويات,Desserts,وافل,Waffle,وافل طبق,Waffle Plate,نكهة,Flavor,لوتس,Lotus,2.25,,,,waffle-plate-lotus.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,6,حلويات,Desserts,وافل,Waffle,وافل طبق,Waffle Plate,نكهة,Flavor,بستاشيو,Pistachio,2.75,,,,waffle-plate-pistachio.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,6,حلويات,Desserts,وافل,Waffle,وافل طبق,Waffle Plate,نكهة,Flavor,مكس,Mix,2.50,,,,waffle-plate-mix.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,7,حلويات,Desserts,وافل,Waffle,وافل كرات,Waffle Balls,قطع,Pieces,٦ قطع,6 Pieces,1.50,,,,waffle-balls-6-pieces.jpg,,,,,,true
2,7,حلويات,Desserts,وافل,Waffle,وافل كرات,Waffle Balls,قطع,Pieces,٨ قطع,8 Pieces,2.00,,,,waffle-balls-8-pieces.jpg,,,,,,true
2,7,حلويات,Desserts,وافل,Waffle,وافل كرات,Waffle Balls,قطع,Pieces,٦ قطع محشي,6 Stuffed Pieces,2.25,,,,waffle-balls-6-stuffed-pieces.jpg,,,,,,true
2,7,حلويات,Desserts,وافل,Waffle,وافل كرات,Waffle Balls,قطع,Pieces,٨ قطع محشي,8 Stuffed Pieces,2.75,,,,waffle-balls-8-stuffed-pieces.jpg,,,,,,true
2,8,حلويات,Desserts,بان كيك,Pancake,بان كيك,Pancake,نكهة,Flavor,شوكولاته,Chocolate,2.00,,,,pancake-chocolate.jpg,,,,,,true
2,8,حلويات,Desserts,بان كيك,Pancake,بان كيك,Pancake,نكهة,Flavor,نوتيلا,Nutella,2.50,,,,pancake-nutella.jpg,,,,,,true
2,8,حلويات,Desserts,بان كيك,Pancake,بان كيك,Pancake,نكهة,Flavor,لوتس,Lotus,2.25,,,,pancake-lotus.jpg,,,,,,true
2,8,حلويات,Desserts,بان كيك,Pancake,بان كيك,Pancake,نكهة,Flavor,بستاشيو,Pistachio,2.50,,,,pancake-pistachio.jpg,,,,,,true
2,8,حلويات,Desserts,بان كيك,Pancake,بان كيك,Pancake,نكهة,Flavor,مكس,Mix,2.50,,,,pancake-mix.jpg,,,,,,true
2,8,حلويات,Desserts,بان كيك,Pancake,بان كيك,Pancake,نكهة,Flavor,3 طبقات مكس,3-Layer Mix,3.25,,,,pancake-3-layer-mix.jpg,,,,,,true
2,9,حلويات,Desserts,بان كيك,Pancake,ميني بان كيك,Mini Pancake,قطع,Pieces,6 قطع شوكولاتة,6 Chocolate Pieces,1.50,,,,mini-pancake-6-chocolate-pieces.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,9,حلويات,Desserts,بان كيك,Pancake,ميني بان كيك,Mini Pancake,قطع,Pieces,12 قطع شوكولاتة,12 Chocolate Pieces,2.75,,,,mini-pancake-12-chocolate-pieces.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,9,حلويات,Desserts,بان كيك,Pancake,ميني بان كيك,Mini Pancake,قطع,Pieces,6 قطع مكس,6 Mix Pieces,1.75,,,,mini-pancake-6-mix-pieces.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,9,حلويات,Desserts,بان كيك,Pancake,ميني بان كيك,Mini Pancake,قطع,Pieces,12 قطع مكس,12 Mix Pieces,3.00,,,,mini-pancake-12-mix-pieces.jpg,,إضافة فواكه,Extra Fruit,0.75,,true
2,10,حلويات,Desserts,كيكة خذلك شفه,Take A Sip Cake,كيكة خذلك شفه,Take A Sip Cake,نكهة,Flavor,شوكولاتة,Chocolate,1.50,,,,take-a-sip-cake-chocolate.jpg,,,,,,true
2,10,حلويات,Desserts,كيكة خذلك شفه,Take A Sip Cake,كيكة خذلك شفه,Take A Sip Cake,نكهة,Flavor,لوتس,Lotus,1.75,,,,take-a-sip-cake-lotus.jpg,,,,,,true
2,10,حلويات,Desserts,كيكة خذلك شفه,Take A Sip Cake,كيكة خذلك شفه,Take A Sip Cake,نكهة,Flavor,بستاشيو,Pistachio,2.00,,,,take-a-sip-cake-pistachio.jpg,,,,,,true
2,11,حلويات,Desserts,تحلايه,Dessert Cup,قشطة وعسل ومكسرات,Cream Honey & Nuts,حجم,Size,عادي,Regular,2.75,,,,cream-honey-nuts.jpg,,,,,,true
2,11,حلويات,Desserts,تحلايه,Dessert Cup,قشطة وعسل ومكسرات,Cream Honey & Nuts,حجم,Size,كبير,Large,4.50,,,,cream-honey-nuts.jpg,,,,,,true
2,12,حلويات,Desserts,تحلايه,Dessert Cup,سلطة فواكة,Fruit Salad,تقديم,Serving,عادي,Regular,4.50,,,,fruit-salad.jpg,,,,,,true
2,13,حلويات,Desserts,تحلايه,Dessert Cup,صحن فواكة بالشوكولاتة,Fruit Plate with Chocolate,تقديم,Serving,عادي,Regular,3.00,,,,fruit-plate-with-chocolate.jpg,,,,,,true
3,1,ستيم,Steam Drinks,بارد,Cold,إيس لاتيه,Iced Latte,حجم,Size,وسط,Medium,1.25,,,,iced-latte.jpg,,,,,,true
3,1,ستيم,Steam Drinks,بارد,Cold,إيس لاتيه,Iced Latte,حجم,Size,كبير,Large,1.75,,,,iced-latte.jpg,,,,,,true
3,2,ستيم,Steam Drinks,بارد,Cold,إيس سبانيش لاتي,Iced Spanish Latte,حجم,Size,وسط,Medium,1.50,,,,iced-spanish-latte.jpg,,,,,,true
3,2,ستيم,Steam Drinks,بارد,Cold,إيس سبانيش لاتي,Iced Spanish Latte,حجم,Size,كبير,Large,2.00,,,,iced-spanish-latte.jpg,,,,,,true
3,3,ستيم,Steam Drinks,بارد,Cold,إيس كراميل لاتيه,Iced Caramel Latte,حجم,Size,وسط,Medium,1.25,,,,iced-caramel-latte.jpg,,,,,,true
3,3,ستيم,Steam Drinks,بارد,Cold,إيس كراميل لاتيه,Iced Caramel Latte,حجم,Size,كبير,Large,1.75,,,,iced-caramel-latte.jpg,,,,,,true
3,4,ستيم,Steam Drinks,بارد,Cold,إيس لوتس لاتي,Iced Lotus Latte,حجم,Size,وسط,Medium,1.25,,,,iced-lotus-latte.jpg,,,,,,true
3,4,ستيم,Steam Drinks,بارد,Cold,إيس لوتس لاتي,Iced Lotus Latte,حجم,Size,كبير,Large,1.75,,,,iced-lotus-latte.jpg,,,,,,true
3,5,ستيم,Steam Drinks,بارد,Cold,ايس بستاشيو,Iced Pistachio,حجم,Size,وسط,Medium,1.50,,,,iced-pistachio.jpg,,,,,,true
3,5,ستيم,Steam Drinks,بارد,Cold,ايس بستاشيو,Iced Pistachio,حجم,Size,كبير,Large,2.00,,,,iced-pistachio.jpg,,,,,,true
3,6,ستيم,Steam Drinks,بارد,Cold,ايس بستاشيو لاتيه,Iced Pistachio Latte,حجم,Size,وسط,Medium,1.50,,,,iced-pistachio-latte.jpg,,,,,,true
3,6,ستيم,Steam Drinks,بارد,Cold,ايس بستاشيو لاتيه,Iced Pistachio Latte,حجم,Size,كبير,Large,2.00,,,,iced-pistachio-latte.jpg,,,,,,true
3,7,ستيم,Steam Drinks,بارد,Cold,ايس فانيلا لاتيه,Iced Vanilla Latte,حجم,Size,وسط,Medium,1.25,,,,iced-vanilla-latte.jpg,,,,,,true
3,7,ستيم,Steam Drinks,بارد,Cold,ايس فانيلا لاتيه,Iced Vanilla Latte,حجم,Size,كبير,Large,1.75,,,,iced-vanilla-latte.jpg,,,,,,true
3,8,ستيم,Steam Drinks,بارد,Cold,أيس ماتشا,Iced Matcha,حجم,Size,وسط,Medium,1.50,,,,iced-matcha.jpg,,,,,,true
